id,word_count,contype_count,total_think,total_time,action_count,total_actiontime,keyboard_count,media_count,other_count,unknown_count,dc0,dc1,dc2,dc3,dc4,dc5,dc6,dc7,dc8,dc9,md0,md1,md2,md3,md4,ml0,ml1,ml2,ml3,ml4,pl0,pl1,pl2,pl3,pl4,rl0,rl1,rl2,rl3,rl4,rc0,rc1,rc2,rc3,rc4,ac0,ac1,ac2,ac3,ac4,ac5,consecutive_input_count,consecutive_input_max,consecutive_input_mean,consecutive_input_mid,consecutive_input_var
02e86b6a,490,1284,1401982.0,1832951,5437,452839,2095,0,0,100,4377,9,1,6,16,994,9,2,5,18,5437,0,0,0,0,5437,0,0,0,0,5436,0,0,0,1,5435,1,1,0,0,5434,1,0,0,2,591,3973,869,1,3,0,338,101,10.725663716814159,7.0,170.22857441198738
031c0c58,337,844,1382950.0,1703917,2713,348823,802,0,0,52,2368,5,2,7,13,297,6,1,1,13,2713,0,0,0,0,2713,0,0,0,0,2713,0,0,0,0,2708,5,0,0,0,2713,0,0,0,0,94,2307,307,0,5,0,97,129,22.56122448979592,16.5,600.3891087047064
034d61db,562,446,1449783.0,1797513,3565,361805,665,0,0,57,3514,0,0,1,9,31,0,0,0,10,3565,0,0,0,0,3565,0,0,0,0,3565,0,0,0,0,3565,0,0,0,0,3565,0,0,0,0,56,3478,31,0,0,0,52,251,64.66037735849056,43.0,4417.695977216091
035f09fc,385,1088,1442531.0,1795031,3337,385356,1057,0,0,62,2956,10,3,7,8,334,7,0,2,10,3337,0,0,0,0,3337,0,0,0,0,3337,0,0,0,0,3330,7,0,0,0,3335,0,0,1,1,297,2747,285,0,8,0,133,111,19.507462686567163,12.0,452.742481621742
036cfd42,641,3594,1250752.0,1772039,7186,618442,2918,0,0,110,5907,0,1,0,11,1255,0,0,0,12,7186,0,0,0,0,7186,0,0,0,0,7186,0,0,0,0,7185,0,0,0,1,7185,0,0,0,1,812,5250,1123,0,1,0,253,96,19.673228346456693,14.0,373.5270785541571
0395b217,471,955,1314809.0,1635374,3915,339745,1262,0,0,59,3391,1,0,2,1,512,1,0,2,5,3915,0,0,0,0,3915,0,0,0,0,3915,0,0,0,0,3914,1,0,0,0,3915,0,0,0,0,173,3230,511,0,1,0,156,121,19.579617834394906,12.0,559.2882469877073
03971ddf,327,2408,1369958.0,1802244,5941,432711,4180,0,0,41,3726,9,82,138,476,762,7,105,154,482,5941,0,0,0,0,5941,0,0,0,0,5940,0,1,0,0,5941,0,0,0,0,5940,0,1,0,0,3655,2121,164,1,0,0,85,94,23.686046511627907,15.0,636.4479448350461
040c429b,530,2256,1188064.0,1714298,5763,584386,2276,0,0,100,4459,1,1,0,6,1288,0,1,1,6,5763,0,0,0,0,5763,0,0,0,0,5763,0,0,0,0,5763,0,0,0,0,5761,0,0,1,1,140,4334,1289,0,0,0,218,95,18.799086757990867,14.0,373.84091240799825
0417d421,271,1292,473727.0,684288,2317,259895,761,0,0,47,1948,0,0,0,3,360,0,1,0,5,2317,0,0,0,0,2317,0,0,0,0,2317,0,0,0,0,2317,0,0,0,0,2317,0,0,0,0,53,1905,359,0,0,0,77,149,23.435897435897434,21.0,503.34845496383974
0432f117,392,850,1449259.0,1781126,3222,360784,884,0,0,51,2872,3,1,8,14,305,1,5,6,7,3222,0,0,0,0,3222,0,0,0,0,3221,0,0,1,0,3219,1,2,0,0,3220,0,0,2,0,155,2773,290,1,3,0,153,89,17.01298701298701,10.5,353.51931185697424
0445b534,214,22,1780031.0,1885246,1697,105600,514,0,0,35,1578,15,5,0,0,58,36,4,0,1,1697,0,0,0,0,1697,0,0,0,0,1697,0,0,0,0,1696,0,1,0,0,1691,6,0,0,0,214,1421,61,0,1,0,119,46,10.85,8.0,103.34416666666665
044b274d,531,2173,1306880.0,1717671,5974,462577,2065,3,0,109,4772,15,13,17,28,1057,24,11,11,26,5974,0,0,0,0,5974,0,0,0,0,5973,0,0,0,1,5961,11,1,1,0,5967,3,2,1,1,248,4653,1057,1,15,0,332,83,12.97897897897898,7.0,216.22478334190043
044c5c54,213,5,1003564.0,1088769,1310,85232,318,0,0,13,1225,3,0,0,1,75,4,0,0,2,1310,0,0,0,0,1310,0,0,0,0,1310,0,0,0,0,1310,0,0,0,0,1309,1,0,0,0,13,1222,75,0,0,0,47,127,24.479166666666668,17.5,723.1245659722221
048fd254,296,200,1533608.0,1723314,2229,191029,725,0,0,45,2032,1,2,3,9,153,0,0,3,26,2229,0,0,0,0,2229,0,0,0,0,2229,0,0,0,0,2229,0,0,0,0,2229,0,0,0,0,236,1844,149,0,0,0,85,129,20.46511627906977,13.5,466.06273661438627
04b88b3e,514,1055,1429004.0,1783605,3616,393954,978,0,0,95,3285,0,2,2,18,294,1,1,3,10,3616,0,0,0,0,3616,0,0,0,0,3616,0,0,0,0,3613,0,1,2,0,3616,0,0,0,0,118,3203,292,0,3,0,206,83,14.483091787439614,8.0,276.9743517935074
04c5f885,204,659,1605707.0,1755639,1464,187967,362,0,0,16,1377,0,0,0,0,86,0,0,0,1,1464,0,0,0,0,1464,0,0,0,0,1464,0,0,0,0,1464,0,0,0,0,1464,0,0,0,0,21,1357,86,0,0,0,45,114,28.52173913043478,21.5,660.553875236295
04e37b6b,281,32,1551436.0,1768769,2067,218141,485,0,0,36,1948,0,0,0,0,117,0,1,0,1,2067,0,0,0,0,2067,0,0,0,0,2067,0,0,0,0,2067,0,0,0,0,2067,0,0,0,0,67,1890,110,0,0,0,60,163,30.016393442622952,15.0,1277.4915345337276
04e63aec,426,3182,1217471.0,1810881,5906,676552,2804,32,0,67,4375,3,4,14,55,1391,4,1,12,47,5906,0,0,0,0,5906,0,0,0,0,5906,0,0,0,0,5904,1,1,0,0,5906,0,0,0,0,777,3783,1344,0,2,0,250,102,14.07569721115538,9.0,219.8787320836177
04f83ccb,670,661,1421371.0,1810764,5807,393391,2335,0,0,73,5111,0,0,1,15,657,0,0,1,22,5807,0,0,0,0,5807,0,0,0,0,5807,0,0,0,0,5807,0,0,0,0,5807,0,0,0,0,713,4313,781,0,0,0,174,155,23.65714285714286,14.0,729.9967346938776
052a7811,297,212,1554969.0,1778695,2587,226819,905,0,0,34,2318,2,4,4,10,223,9,5,2,10,2587,0,0,0,0,2587,0,0,0,0,2587,0,0,0,0,2583,2,1,0,0,2581,4,2,0,0,299,2058,224,0,6,0,114,87,16.91304347826087,10.0,360.72287334593574
052b25e1,741,145,1512223.0,1814332,5290,302985,1298,2,0,86,4895,2,6,4,10,346,3,11,5,8,5290,0,0,0,0,5290,0,0,0,0,5289,0,0,0,1,5284,2,4,0,0,5287,0,1,1,1,87,4847,346,1,9,0,135,150,34.654411764705884,23.5,1183.0202746539794
052cf3a6,212,37,1610633.0,1772467,1610,162480,512,0,0,24,1517,1,1,1,2,82,1,1,1,3,1610,0,0,0,0,1610,0,0,0,0,1610,0,0,0,0,1610,0,0,0,0,1610,0,0,0,0,159,1369,82,0,0,0,51,124,25.365384615384617,13.5,767.1549556213017
053be4e5,413,1496,1672121.0,2106440,4777,464202,1778,0,0,79,3670,1,6,0,11,1076,2,2,1,8,4777,0,0,0,0,4777,0,0,0,0,4777,0,0,0,0,4777,0,0,0,0,4777,0,0,0,0,80,3621,1076,0,0,0,255,103,13.15234375,8.5,213.09007263183594
05624ab0,224,855,1602781.0,1779592,1738,217513,506,0,0,38,1511,0,0,0,1,224,0,0,0,2,1738,0,0,0,0,1738,0,0,0,0,1738,0,0,0,0,1738,0,0,0,0,1738,0,0,0,0,27,1487,224,0,0,0,81,103,17.158536585365855,2.5,775.2553539559786
056c41fc,207,123,1587629.0,1787630,1740,201312,604,0,0,16,1479,0,1,1,10,239,1,1,1,7,1740,0,0,0,0,1740,0,0,0,0,1740,0,0,0,0,1740,0,0,0,0,1740,0,0,0,0,89,1422,229,0,0,0,117,66,11.067796610169491,6.0,155.0123527721919
05b35fa0,222,284,1493156.0,1710578,2240,225588,783,0,0,21,1813,7,3,6,6,379,2,8,6,10,2240,0,0,0,0,2240,0,0,0,0,2240,0,0,0,0,2240,0,0,0,0,2239,0,0,1,0,100,1758,382,0,0,0,131,90,12.325757575757576,8.0,199.32570018365473
05f425a4,398,122,1654904.0,1814018,2828,160927,758,0,0,70,2620,0,2,1,1,197,1,3,2,1,2828,0,0,0,0,2828,0,0,0,0,2828,0,0,0,0,2827,1,0,0,0,2827,0,1,0,0,124,2505,198,0,1,0,147,122,15.93918918918919,3.5,512.2463020452884
05f8ca37,285,345,1460786.0,1801994,2960,348678,1093,4,0,55,2293,5,0,3,4,645,4,1,1,4,2960,0,0,0,0,2960,0,0,0,0,2960,0,0,0,0,2959,1,0,0,0,2960,0,0,0,0,56,2259,644,0,1,0,261,33,7.625954198473282,6.0,47.85245615057397
06336d82,849,776,1291379.0,1747258,6046,460878,1888,0,0,86,5206,0,9,19,269,303,0,1,14,225,6046,0,0,0,0,6046,0,0,0,0,6046,0,0,0,0,6046,0,0,0,0,6046,0,0,0,0,710,5050,286,0,0,0,146,164,33.36734693877551,27.0,916.7630154102458
064a82e9,495,375,1450717.0,1762560,3809,317033,1133,0,0,96,3315,2,2,1,6,475,0,0,1,7,3809,0,0,0,0,3809,0,0,0,0,3808,1,0,0,0,3809,0,0,0,0,3809,0,0,0,0,98,3236,474,1,0,0,202,106,14.945812807881774,9.0,272.4946006940232
0657fcde,491,863,1384243.0,1700709,3344,344751,859,0,0,107,3103,1,0,3,5,223,1,0,2,6,3344,0,0,0,0,3344,0,0,0,0,3344,0,0,0,0,3343,1,0,0,0,3344,0,0,0,0,99,3021,222,0,2,0,136,120,21.05839416058394,12.0,561.5002397570461
0666fb4e,670,438,1342722.0,1774311,4526,437190,1092,0,0,85,4292,1,0,0,4,223,1,0,0,5,4526,0,0,0,0,4526,0,0,0,0,4526,0,0,0,0,4525,1,0,0,0,4526,0,0,0,0,96,4202,227,0,1,0,131,156,30.848484848484848,19.0,1196.0679522497703
069d668b,453,1484,1280442.0,1697431,4463,450945,1669,0,0,91,3690,4,3,4,3,744,4,4,4,3,4463,0,0,0,0,4463,0,0,0,0,4463,0,0,0,0,4460,3,0,0,0,4462,1,0,0,0,311,3421,727,0,4,0,156,145,20.802547770700638,13.0,545.3941336362528
06cba5d7,397,827,1553015.0,1801283,2891,274246,918,0,0,45,2593,2,3,1,12,269,0,2,0,9,2891,0,0,0,0,2891,0,0,0,0,2891,0,0,0,0,2891,0,0,0,0,2891,0,0,0,0,198,2427,266,0,0,0,111,85,20.6875,11.5,483.85770089285717
06e59db8,1037,2216,1204819.0,1772753,6162,660335,1544,0,0,103,5825,0,0,0,9,325,0,0,0,3,6162,0,0,0,0,6162,0,0,0,0,6162,0,0,0,0,6162,0,0,0,0,6162,0,0,0,0,114,5723,325,0,0,0,191,145,28.8125,20.5,839.9440104166666
06f33221,336,2708,1502869.0,1888721,4675,439642,2345,0,0,65,3893,4,4,10,5,741,3,4,4,7,4675,0,0,0,0,4675,0,0,0,0,4675,0,0,0,0,4672,3,0,0,0,4672,0,2,0,1,1374,2787,511,0,3,0,151,141,17.348684210526315,10.0,407.6481561634349
073b3535,673,1846,1366567.0,1777475,4227,481526,1174,0,0,67,3989,0,1,0,6,221,0,1,0,9,4227,0,0,0,0,4227,0,0,0,0,4227,0,0,0,0,4227,0,0,0,0,4227,0,0,0,0,232,3776,219,0,0,0,125,154,28.976190476190474,24.0,695.2137188208616
075f92a5,659,898,1503379.0,1820037,4923,323940,1515,0,0,60,4326,1,0,0,2,586,2,0,0,6,4923,0,0,0,0,4923,0,0,0,0,4923,0,0,0,0,4922,0,0,0,1,4922,1,0,0,0,137,4198,587,0,1,0,127,135,31.8125,25.0,864.79296875
077ee03e,546,2348,1153933.0,1570528,5263,478946,1734,0,0,42,4341,0,1,3,5,899,1,3,3,7,5263,0,0,0,0,5263,0,0,0,0,5263,0,0,0,0,5260,0,1,1,1,5261,0,1,0,1,59,4301,900,0,3,0,180,184,22.76795580110497,16.0,586.8301333903115
078a6196,551,1536,3143785.0,3711871,4720,621465,1506,0,0,69,4053,8,11,9,23,558,20,14,7,17,4720,0,0,0,0,4720,0,0,0,0,4719,1,0,0,0,4699,14,7,0,0,4716,1,2,1,0,298,3871,528,1,22,0,223,124,16.290178571428573,10.5,352.4113321109694
07bb2245,275,1197,1559516.0,1790486,2413,291567,805,1,0,17,2025,2,2,1,43,292,2,0,2,44,2410,1,0,0,2,2410,0,0,0,3,2413,0,0,0,0,2413,0,0,0,0,2413,0,0,0,0,188,1924,298,0,0,3,123,79,14.53225806451613,8.0,259.0392819979188
07bb7765,276,1936,1478359.0,1815275,4525,367558,2106,0,0,68,3382,0,4,1,5,1108,7,7,3,8,4525,0,0,0,0,4525,0,0,0,0,4525,0,0,0,0,4522,1,2,0,0,4517,2,3,1,2,550,2973,999,0,3,0,148,105,18.959731543624162,12.0,486.7366334849782
07c36ae1,259,2268,1319570.0,1694433,4301,435230,2016,0,0,72,3009,2,2,3,9,1256,2,3,3,12,4301,0,0,0,0,4301,0,0,0,0,4301,0,0,0,0,4301,0,0,0,0,4299,1,1,0,0,280,2764,1257,0,0,0,240,71,10.477178423236515,7.0,157.77645012999088
07e41499,341,1333,1385242.0,1730060,2552,425206,802,0,0,40,2226,3,4,2,15,288,0,0,0,14,2552,0,0,0,0,2552,0,0,0,0,2552,0,0,0,0,2552,0,0,0,0,2552,0,0,0,0,117,2150,285,0,0,0,139,115,14.371428571428572,7.0,324.0048979591836
07f3409c,552,1931,1454594.0,1790294,4382,388258,1369,0,0,92,3907,2,4,2,14,425,6,7,3,12,4382,0,0,0,0,4382,0,0,0,0,4382,0,0,0,0,4381,1,0,0,0,4378,2,2,0,0,277,3675,428,0,2,0,167,128,20.886904761904763,13.0,476.219352324263
081d84f4,365,635,1210403.0,1518157,2783,327203,706,0,0,62,2560,1,3,2,11,190,2,7,1,6,2783,0,0,0,0,2783,0,0,0,0,2783,0,0,0,0,2779,0,4,0,0,2781,1,1,0,0,74,2504,201,0,4,0,100,84,23.801980198019802,21.0,506.47563964317214
08276ea7,275,259,1308462.0,1498393,1802,199831,489,0,0,35,1727,2,3,1,2,60,3,1,0,3,1802,0,0,0,0,1802,0,0,0,0,1802,0,0,0,0,1801,1,0,0,0,1802,0,0,0,0,136,1606,59,0,1,0,64,121,23.723076923076924,11.0,729.7079289940829
08288a1f,442,323,1491608.0,1736560,3000,255150,821,0,0,35,2749,0,0,0,4,242,0,0,0,5,3000,0,0,0,0,3000,0,0,0,0,2999,0,0,0,1,3000,0,0,0,0,2999,0,0,0,1,90,2667,242,1,0,0,112,82,22.61946902654867,14.0,415.4569660897487
08390d49,245,1152,1527198.0,1752129,2349,275392,869,0,0,44,1956,5,1,5,52,266,2,5,5,52,2349,0,0,0,0,2349,0,0,0,0,2349,0,0,0,0,2348,0,1,0,0,2348,1,0,0,0,300,1800,248,0,1,0,78,87,21.810126582278482,17.0,407.7993911232175
088efb89,413,1564,1426051.0,1734363,2985,372720,921,0,0,52,2589,0,4,2,5,377,0,1,1,6,2985,0,0,0,0,2985,0,0,0,0,2985,0,0,0,0,2985,0,0,0,0,2985,0,0,0,0,56,2553,376,0,0,0,129,107,18.646153846153847,11.0,426.2286390532545
08dbdc95,692,3526,1183521.0,1791508,6494,753978,1944,0,0,102,5646,3,1,3,15,802,3,2,4,15,6494,0,0,0,0,6494,0,0,0,0,6494,0,0,0,0,6491,0,0,1,2,6488,3,2,0,1,199,5484,808,0,3,0,242,125,21.57201646090535,15.0,521.4464597198937
08e3c7ae,72,13,182592.0,226239,507,43885,155,0,0,8,472,0,0,0,1,32,0,0,0,2,507,0,0,0,0,507,0,0,0,0,507,0,0,0,0,507,0,0,0,0,507,0,0,0,0,46,428,32,0,1,0,25,62,15.538461538461538,12.5,253.09467455621305
08e82426,475,690,1353575.0,1702716,3177,365114,746,0,0,80,3028,0,0,0,5,136,1,3,0,4,3177,0,0,0,0,3177,0,0,0,0,3177,0,0,0,0,3177,0,0,0,0,3173,1,3,0,0,64,2974,139,0,0,0,104,105,27.333333333333332,20.0,604.0507936507937
08eb331a,224,304,1541530.0,1767840,1652,235100,462,0,0,30,1510,1,1,0,2,132,0,2,1,3,1652,0,0,0,0,1652,0,0,0,0,1652,0,0,0,0,1652,0,0,0,0,1651,0,1,0,0,62,1457,133,0,0,0,97,55,13.887755102040817,9.0,197.38536026655564
08ed1a7f,341,879,1611993.0,1858387,2869,273099,831,3,0,71,2527,10,12,42,30,173,20,8,27,20,2869,0,0,0,0,2869,0,0,0,0,2868,1,0,0,0,2854,9,5,1,0,2865,3,1,0,0,248,2434,171,1,15,0,122,139,18.804878048780488,10.0,618.6773745786237
08f461ac,480,6876,1156557.0,1856554,10370,789121,7081,1,0,93,8616,3,5,5,12,1679,14,12,3,21,10370,0,0,0,0,10370,0,0,0,0,10369,0,0,0,1,10354,9,6,1,0,10360,3,4,1,2,5582,4005,765,1,17,0,245,161,15.284552845528456,11.0,308.5856963447684
08f9b53a,542,2471,1423274.0,1789071,5857,442609,2436,0,0,71,5097,18,4,10,33,623,24,9,11,28,5857,0,0,0,0,5857,0,0,0,0,5857,0,0,0,0,5844,10,2,1,0,5845,7,3,1,1,1098,4118,626,0,15,0,225,114,17.22566371681416,10.0,414.0154475683296
0916cdad,312,897,1497187.0,1804712,3368,316999,1461,0,0,53,2646,11,12,8,15,638,8,8,8,14,3368,0,0,0,0,3368,0,0,0,0,3367,0,0,0,1,3363,4,1,0,0,3366,1,0,0,1,485,2322,555,1,5,0,224,71,9.328888888888889,6.0,104.3896098765432
